valuation_date,missing,top,component_1.0_0.8,component_0.8_0.6,component_0.6_0.4,component_0.4_0.2,component_0.2_0.0
2025-11-03,-0.00333851789611497,0,0.00163079390495688,3.08932569269773e-05,0.000773619695275377,0.00109344261410659,0.000514436250503167
2025-11-04,-0.00336901821193646,0,0.00010883835353804,0,0.000368693866421526,0.00100695480534598,0.000831453096936055
