valuation_date,missing,top,component_1.0_0.8,component_0.8_0.6,component_0.6_0.4,component_0.4_0.2,component_0.2_0.0
2025-11-03,-0.00371985,0,0.00144227471951722,3.07384742733568e-05,0.000721191784740272,0.00103636294926838,0.000484949015776175
2025-11-04,-0.00371985,0,0.000163357113823368,0,0.000615780714036197,0.00151984552392955,0.001420512481005
