valuation_date,missing,top,component_1.0_0.8,component_0.8_0.6,component_0.6_0.4,component_0.4_0.2,component_0.2_0.0
2025-11-03,-0.00371985,0,0.0333371333437341,0.000101438928250005,-0.0102187661632147,-0.0246718979273762,0.0016015713149232
2025-11-04,-0.00371985,0,0.00455524170677192,0,-0.00170132812171965,-0.00388871633869078,0.000858020416581942
2025-11-05,-0.00371985,0,0.0284863906899179,0,-0.020988746056005,-0.015963905961253,0.000301881467697061
2025-11-06,-0.00371985,6.93770393036866e-31,0.0377970145277231,0,-0.0256232309216585,-0.00762468214452505,-0.00625534324823694
